UserID,cluster_id
27256,2
30447,2
26991,2
26501,2
30186,2
26039,2
30195,2
29856,2
27656,2
26951,2
25434,2
27406,2
25093,2
29029,2
26872,2
25438,2
26643,2
28113,2
25426,2
27384,2
30294,2
27025,2
29099,2
26247,2
29127,2
28894,2
25909,2
29722,2
26143,2
30265,2
26376,2
29050,2
28374,2
29795,2
24816,2
25026,2
29124,2
25276,2
25266,2
29793,2
29588,2
28183,2
26226,2
28767,2
27012,2
29934,2
30210,2
27350,2
28153,2
25753,2
26147,2
25423,2
25054,2
26112,2
26122,2
24992,2
25082,0
30020,2
28114,2
25346,2
27240,2
28201,2
30022,2
29329,2
25519,2
29734,2
29058,2
25027,2
24827,2
26603,2
27858,2
29773,2
25294,2
26385,2
25664,2
26850,2
26375,2
24760,2
25442,2
29430,2
28343,2
24817,2
27389,2
25180,2
26394,2
27960,2
24702,0
29091,2
26760,2
28364,2
30596,2
28064,2
25023,2
28555,2
27900,2
30051,2
25813,2
30285,2
28506,2
27868,2
26407,2
29761,2
28243,2
26426,2
26032,0
28212,2
25059,2
29484,2
30517,2
26430,2
27703,2
27985,2
30061,2
29576,2
27892,2
25395,2
24966,2
29159,2
25551,2
29726,2
29709,2
29921,2
27368,2
28219,2
27306,2
28417,0
30605,2
25013,2
24885,2
28672,2
29583,2
27423,2
25482,2
28358,2
26888,2
28895,2
27915,2
29413,2
25960,2
27946,2
25575,2
25685,2
26025,2
27843,2
29683,2
26297,2
26214,2
25887,2
26771,2
29685,2
26539,2
29926,2
26080,2
30310,2
28870,2
24782,2
28997,2
28478,2
24821,2
25523,2
25358,2
25414,2
25493,2
26479,2
30353,2
26806,2
29268,2
30203,2
26060,2
29749,2
24754,2
30102,2
29956,2
27605,2
27626,2
26013,2
29283,2
29389,2
28072,2
27194,2
30568,2
28329,2
24822,0
27727,2
26644,2
26361,2
25833,2
28471,2
27636,2
27438,2
25349,2
26740,2
27641,2
28898,2
24725,2
30570,2
29055,2
28083,2
27297,2
26880,2
30571,2
27916,2
26594,2
28545,2
29330,2
26389,2
29188,2
26767,2
28754,2
29505,2
25389,2
27596,2
28903,2
26455,2
25796,2
28513,2
29054,2
25392,2
24928,2
29491,2
27047,2
26314,2
24826,2
27838,2
27084,2
26674,2
29218,2
30386,2
25672,2
27379,2
30144,2
30576,2
25325,2
28470,2
29632,2
29717,2
29394,2
28095,2
26993,2
27114,2
25507,2
25284,2
25458,2
25763,2
28536,2
28587,2
30258,2
24884,0
28295,2
27100,2
25181,2
28901,2
28312,2
25302,2
30400,2
27877,2
29337,2
24778,2
30432,2
26938,2
28680,2
29452,2
25103,2
28326,2
26344,2
24819,2
25570,2
28603,2
25376,2
25793,2
26504,2
29691,2
26396,2
29849,2
27842,2
25486,2
26784,2
27080,2
30414,2
26499,2
26491,2
26588,2
26303,2
25938,2
25612,2
28207,2
29575,2
29970,2
26994,2
27563,2
28019,2
26117,2
27524,2
26787,2
26877,2
25900,2
26103,2
27078,2
28531,2
27810,2
25935,2
25447,2
29483,2
30523,2
25702,2
29436,2
25076,2
27825,2
25372,2
29660,2
30045,2
29031,2
28515,2
29757,2
25050,2
29136,2
29963,2
26505,2
27200,2
30397,1
27489,2
28353,2
25217,2
24912,2
25979,2
25184,2
25212,2
27967,2
28842,2
30080,2
26952,2
24762,2
24835,2
27404,2
29536,2
26520,2
25636,2
28476,2
27866,2
29000,2
29364,2
30041,2
25092,2
27615,2
30147,2
29142,2
26875,2
28628,0
27141,2
30306,2
27281,2
26324,2
26555,2
25360,2
25718,0
27470,2
25436,1
29745,1
30410,2
27643,2
25661,2
28624,2
28150,2
25662,2
25435,2
27030,2
24776,2
29015,2
26433,0
27698,2
29853,2
28738,2
27054,2
29264,2
25726,2
26970,2
26450,2
30114,2
26796,2
27889,2
25397,2
28131,0
28740,2
27978,2
30590,2
26917,2
26891,2
25739,2
25188,2
30276,2
25028,2
25186,2
24767,2
29437,2
25921,2
24694,0
28692,2
26220,2
30084,2
26636,2
26081,2
27495,0
26328,2
29404,2
27377,2
29991,2
26733,2
28203,2
27617,2
29938,2
26320,2
28728,2
26276,2
29957,2
29794,2
26280,1
29754,2
26870,2
29586,2
30206,2
27616,2
27173,2
27111,2
28300,2
28600,2
30314,2
29045,2
24869,2
29710,2
29290,2
28448,2
27347,2
25771,2
30229,2
29236,2
29228,2
29077,0
27677,2
26101,2
27666,2
26859,2
27145,2
26176,2
27162,2
28525,2
29184,2
25836,2
30008,2
28378,2
29331,2
30183,2
26935,2
28100,2
27539,2
28168,0
29064,2
28789,2
25104,2
24978,0
29895,2
30437,2
29001,2
25544,2
29285,2
28586,2
27046,2
27058,2
29814,2
27186,2
25183,2
26183,2
29278,2
26554,2
26885,2
27512,2
28025,2
29203,2
24736,2
27766,2
24934,2
25944,2
27289,2
25007,2
30156,2
28671,2
25404,2
26390,2
27376,2
26228,2
25316,2
30513,2
24856,0
28356,2
27275,0
27263,2
26338,2
24800,2
26436,1
27872,2
26444,2
29502,2
27496,0
26004,2
25481,2
28937,2
29989,2
25791,2
26838,2
24780,2
30320,2
25382,2
25872,2
28410,2
25916,2
28490,2
28940,2
26905,2
30454,2
30420,2
26003,2
29067,2
29947,2
28553,2
26437,2
28815,2
28234,2
28745,2
28801,2
24855,2
29864,2
25679,0
24958,2
29299,2
27847,2
29263,2
27788,2
27712,2
28449,2
25855,2
25614,2
30218,2
29478,2
30242,2
26370,2
27739,2
29968,2
25559,2
29239,0
25256,1
26785,2
29441,2
26572,2
24960,2
29549,2
27391,2
25460,2
26160,2
25363,2
29133,0
28141,2
30154,2
29062,2
28884,2
29080,2
29563,2
25057,2
29140,0
30193,2
24968,2
29081,2
28039,2
27223,2
27986,2
25094,2
29046,2
25865,2
30174,2
24796,0
26566,2
29490,0
26246,2
27467,2
28719,0
30299,2
25502,2
29305,2
28635,0
27115,2
25089,2
26631,2
28321,2
27077,2
29929,0
27021,2
25907,2
25899,2
25604,2
26735,2
28317,2
27863,2
26286,2
29070,2
25518,2
26187,2
26525,2
28439,2
27369,2
30035,2
28018,2
28661,2
28736,2
28598,2
28696,2
25999,2
27189,2
25070,2
24982,2
27211,2
28310,2
27348,2
26879,2
26786,2
28205,2
27360,2
26168,2
30266,2
30031,0
29063,2
28350,2
29871,2
27594,2
27839,0
25271,2
29941,2
25053,2
29458,2
28102,2
26480,2
29771,2
26689,2
25968,2
27085,2
26392,2
28404,2
30018,2
28811,2
24868,2
28905,2
25032,0
28551,2
26522,2
27308,2
26114,2
30017,2
28162,0
26458,2
27014,1
26199,2
27973,2
30196,2
25334,2
25608,2
30339,2
25621,0
25674,2
28061,2
30077,2
27170,2
24704,2
26814,2
28255,2
26843,2
25111,0
28865,2
29414,2
27252,2
26852,2
26067,2
29249,2
27197,2
27243,2
28130,2
27212,2
26330,2
29117,0
24799,2
25422,2
24976,2
25387,1
26741,2
28915,2
30406,2
26637,2
26998,2
26064,2
28645,0
28348,2
27258,2
30381,2
28498,2
28535,2
25151,2
30490,2
25830,2
28501,2
30463,2
27600,2
29810,2
28848,2
30354,2
28638,2
27358,2
27241,2
25497,2
28803,2
27509,2
29094,1
28430,2
25127,2
28261,2
25897,2
24902,2
27548,2
29143,0
27202,2
27474,2
26506,2
27055,2
30253,2
30239,2
27585,2
28328,2
27646,2
29751,2
28057,2
25278,2
26794,2
25323,2
25366,2
26457,2
27504,2
26918,2
27887,0
26984,0
27339,2
30367,2
28067,2
28199,2
28648,2
27396,2
25452,2
24954,2
26233,2
29525,2
30167,2
25955,2
28866,0
28806,1
26744,2
25084,0
24988,2
28681,2
28412,0
28916,2
26996,2
28426,2
28156,0
26804,0
28224,2
27169,2
26340,2
26308,2
25823,2
26116,2
25809,2
27830,2
24701,0
28099,2
29250,2
27315,2
30574,2
29777,2
24828,2
30602,0
28670,2
25065,2
28352,0
25788,2
28172,2
26851,0
25124,2
27771,2
26602,2
26841,2
30119,2
27366,2
24774,2
29787,2
26194,0
29558,2
25906,2
27424,2
28096,2
28377,2
28488,2
25001,0
29747,2
29604,2
26811,2
27033,2
29271,2
26425,2
25320,2
25766,2
28981,0
25956,2
27412,0
26755,0
28325,0
29535,2
30087,2
28800,2
29666,2
28868,2
25848,2
28547,2
29115,2
26688,2
24813,0
30250,2
28891,2
24716,0
25327,2
27770,2
28855,2
26627,2
28844,2
29116,2
29764,2
25484,0
25729,2
28566,2
28846,0
27089,2
25840,2
26686,2
26073,2
26079,0
28616,2
27959,0
28746,2
27214,2
28952,2
28398,2
24945,2
25650,2
28570,2
29273,2
27573,0
26402,2
25707,0
26652,2
26909,0
25902,2
25974,2
25455,2
26038,2
24842,0
25377,2
29220,2
25826,2
27859,2
29346,2
26812,2
28399,0
26327,2
27333,2
27895,2
29665,2
25258,2
27710,2
25280,2
27244,0
26971,2
26907,2
27418,2
27917,0
26215,2
25683,0
25912,0
29860,2
29659,2
27696,2
30083,2
29802,2
25199,0
29556,2
27527,2
28495,2
26622,2
29429,0
27323,2
28256,2
25078,0
27714,2
29427,2
25331,2
25883,2
26746,2
29686,0
28097,0
25296,2
25194,2
28957,2
26901,1
27925,2
28610,0
26166,2
27811,0
30208,2
29471,2
28698,2
24931,0
29420,2
30439,2
28157,2
26556,2
29168,2
30441,0
25803,0
25669,2
29693,0
28780,0
30515,2
29295,2
25315,2
30319,0
26052,0
29120,2
25312,0
25168,2
25716,0
25359,0
28717,0
29633,2
26452,0
27031,2
25262,2
28010,0
25558,2
29565,2
29408,2
24970,0
25215,0
30461,2
26584,2
27567,2
28446,0
28443,2
27657,2
26900,2
30198,0
29178,0
28195,2
26657,2
28956,2
28908,2
26549,0
25393,2
28492,2
27670,2
28463,0
28899,2
29328,2
30409,2
26446,2
25427,2
26346,2
25476,0
28522,2
29332,2
28964,0
30142,2
24814,0
27674,2
28349,2
28248,2
26562,2
28394,0
29897,2
26569,2
30027,2
30329,2
26109,1
25321,2
28361,2
29460,0
29495,2
27968,2
27604,0
30012,0
24703,0
29486,0
27717,2
25800,2
27801,2
25202,0
29510,2
27651,2
28355,2
27227,2
27701,2
28542,2
25147,2
24751,0
25625,2
26127,2
29088,2
28710,2
28407,2
25437,2
26837,2
29955,2
25100,2
30099,2
27951,2
26810,2
30141,2
27610,1
27593,0
25496,1
26405,2
29805,2
25722,0
26758,0
30159,0
29996,2
30451,2
24740,2
28357,0
30402,0
27468,0
30037,2
29257,0
27767,2
26550,2
30628,2
28856,0
24829,2
28164,2
27941,2
28081,0
29260,2
25776,2
29186,2
24825,0
26316,2
27158,2
28298,2
26749,2
26968,2
27101,0
30632,2
25261,0
28431,2
29157,0
28284,0
28053,0
27487,2
25591,2
30067,0
26827,2
26893,2
28381,0
25501,0
28976,2
28874,0
25537,0
27499,0
25308,2
25940,0
25462,2
28953,0
25922,2
25273,2
28574,2
29426,2
30164,2
29638,2
26928,0
26008,2
25994,2
28206,0
28761,2
24875,2
29373,1
30075,2
29093,2
28860,2
26229,2
28179,0
27821,2
26720,0
29652,2
30030,2
29930,0
24845,2
26638,2
30205,2
28830,0
25210,0
29251,0
29100,0
25611,2
29139,2
28474,0
26413,1
24714,0
26261,0
25658,2
26908,0
24723,1
29634,2
29087,2
29428,2
28521,0
27195,2
29857,2
27974,0
28508,2
30014,0
28119,2
26409,2
29482,2
30103,0
26640,0
27426,2
27395,0
25165,2
27919,0
25554,2
28335,2
28230,2
26979,0
26108,0
27383,2
27914,2
25752,1
26679,0
27635,2
27068,2
26570,0
26007,2
25547,2
27926,2
25471,2
26560,2
29653,0
26274,2
25207,0
28822,2
25198,2
25463,2
28092,2
27283,0
26869,0
27684,2
29713,2
29132,0
29533,2
25993,2
25879,2
29711,0
28323,0
27407,0
25682,0
26853,0
29548,0
27103,0
25818,2
24876,1
25988,2
27298,0
24730,0
25499,0
27797,0
29488,0
25154,1
24939,2
25770,0
25528,2
26475,0
27242,0
29836,2
28685,0
27040,0
30560,0
26010,0
26349,0
25255,2
25046,0
24990,0
25588,0
25543,0
26481,2
25585,2
26824,0
28674,0
29113,2
30564,2
26072,1
29875,0
28979,2
27135,2
29546,0
25980,0
29985,2
28450,0
30422,2
27409,0
25020,1
25208,2
27560,2
29377,2
25221,0
27896,2
28620,0
30065,2
29122,0
27388,2
26776,0
26490,0
28473,2
27566,2
29112,0
28134,2
29656,0
30207,0
26377,2
25016,1
27260,2
30389,2
27908,0
25548,2
28210,0
26799,2
25222,2
28136,0
27924,0
27947,2
27633,2
30526,0
30059,0
28469,0
26950,2
30489,2
29884,1
29948,1
27422,0
28362,0
24719,0
30295,2
26050,2
29388,2
28779,2
25282,2
27997,0
24994,2
27494,1
28049,0
29317,0
26772,0
25072,0
27001,0
29667,2
25876,2
24927,0
27779,2
26898,0
27027,0
26601,0
26240,0
28568,0
29573,2
29874,1
24722,0
30073,0
28003,2
28023,0
25889,0
26609,2
29047,0
29384,1
28173,0
27182,2
27956,2
29906,0
29936,0
28453,0
27606,0
28580,2
29180,2
28460,0
30539,2
26265,0
25977,0
27718,2
26844,2
27518,2
25997,0
28079,0
29240,0
28441,0
26985,0
26472,0
30332,0
25911,0
29338,0
26515,0
27216,2
27952,2
28812,2
26056,2
28390,0
27935,2
25742,2
27199,0
25277,2
27440,2
29927,0
25642,0
30631,0
26196,2
26672,2
27372,2
27624,2
29890,0
27018,0
27215,2
30604,2
24989,0
27082,0
29815,2
27711,2
29696,2
29150,1
26144,2
25066,0
28143,0
26592,0
26085,0
24705,2
25021,2
27970,2
28251,0
26819,1
29072,0
29879,0
24923,0
29567,2
28402,0
29267,1
26223,0
26380,0
25995,0
28965,0
25846,0
24763,0
26142,0
29416,0
27572,0
28140,2
30384,0
26022,0
26883,0
28475,0
27311,2
29889,0
29477,0
26860,2
27747,0
27176,1
29252,2
30275,2
28659,0
26724,0
26054,2
27037,2
27093,2
29291,2
29933,0
26531,2
24998,0
29392,0
27456,0
26095,2
26766,0
24922,2
27079,0
29279,0
28527,2
28155,0
25556,2
27544,2
30396,1
26691,0
25541,0
27874,0
30496,0
25200,0
25069,0
25129,0
26158,0
26256,2
28756,0
25675,0
29635,2
24943,0
26432,0
25888,1
28366,0
26202,2
29129,0
26649,0
27590,2
29119,0
25795,2
26635,0
28929,0
26654,0
28479,0
29966,0
26216,0
25150,0
27254,0
29699,0
25384,1
27828,2
30308,0
29492,2
26727,0
27150,0
28512,2
30405,0
24784,1
30442,2
28732,0
30307,0
28686,0
28359,0
29627,0
28896,0
26762,0
30603,2
25738,1
30613,1
27945,0
29199,0
27279,0
28995,2
29262,1
27834,2
25638,2
27000,0
28933,0
28041,2
27403,2
25110,2
29949,0
26765,0
28676,2
28578,2
29205,0
28455,0
29144,0
28773,0
27402,0
28077,2
24974,0
25806,0
26580,0
25546,0
25706,0
28385,0
25959,0
29841,1
27671,1
29707,2
30541,0
26366,0
25822,2
25553,0
29614,0
24980,0
25992,0
29980,0
29065,0
30058,0
30575,0
29581,2
29114,0
28576,0
27357,0
27220,0
25584,0
30370,2
28577,0
26200,0
25357,0
26000,0
27644,2
25705,0
25410,2
30021,2
27918,1
26543,2
30214,0
29767,2
29783,0
28466,0
28055,0
27851,0
27929,0
24944,2
28340,0
27621,0
28262,1
29261,0
25898,1
30231,0
26234,2
28641,1
27261,0
29669,2
30621,2
30516,0
27597,0
25490,0
27729,0
27099,0
29900,0
26383,0
28550,0
25090,0
29942,0
29954,2
30323,0
26041,0
25914,0
29690,2
29580,2
25317,0
27786,0
28695,2
28653,0
29688,2
27737,0
24753,0
26169,2
27904,1
29487,0
26497,2
29799,2
30168,0
29589,0
29687,0
30622,0
28148,0
29705,0
25868,0
29351,0
26973,0
26474,0
25171,2
25598,0
28145,2
26236,0
27024,0
30221,0
30113,0
27724,0
30443,0
29248,0
29822,1
29808,1
28970,0
27486,2
24878,1
30234,2
25644,0
25364,2
28333,1
26715,2
30109,0
27983,2
28945,2
28291,0
25549,1
25924,0
27715,0
24950,0
30216,0
26835,0
28330,2
28304,1
25485,0
29363,0
27521,1
27038,2
27090,2
24692,0
30047,0
29376,0
26534,0
26449,0
26423,0
29939,0
28817,0
28591,0
25958,2
29154,0
29512,0
29038,0
26834,0
27166,2
29348,0
29587,0
26164,1
28289,0
28026,2
25851,0
29101,2
28339,0
29677,0
25185,0
27206,2
30071,2
30199,0
25056,1
28005,2
24757,0
28711,1
25182,1
28109,0
29850,0
27074,0
27139,0
28599,0
24747,2
30274,2
29152,0
25784,0
25322,0
26219,2
30297,0
28699,0
29193,0
28999,2
26105,0
25158,0
29243,0
25727,0
30438,0
28872,0
29162,2
30559,0
26298,2
26359,0
27826,0
24734,0
28068,0
29703,0
26823,0
27250,2
29229,1
24769,0
25804,1
26208,0
25785,2
27081,0
30494,0
28279,0
25218,0
26929,0
28465,0
30581,2
25305,0
29057,0
26578,0
26547,0
25400,0
27598,0
25071,0
27906,0
28751,0
30233,2
26665,0
26886,2
26512,0
24848,1
29440,0
27020,0
29801,0
28714,0
29234,0
27735,0
27213,0
27060,0
29923,2
28215,0
30617,0
27400,0
29336,0
30135,2
28257,2
27784,0
25760,0
28611,2
29068,0
26120,1
24831,0
26754,2
30313,0
30322,0
27192,0
26514,0
29021,0
26775,0
30533,0
28637,0
25146,0
30587,0
26037,0
27445,2
28341,0
25250,1
28563,2
27016,1
30101,0
26235,0
30371,0
26459,2
26217,0
27277,0
28652,0
29071,0
25130,0
28757,0
28619,0
27413,0
26321,0
30416,2
24907,0
24898,0
29912,0
27586,0
24936,0
28260,0
25821,0
26148,0
26329,2
26911,0
25936,0
28559,0
30179,0
26894,0
29987,0
28662,1
25962,2
25260,0
27370,1
25500,0
25884,0
25123,0
25075,0
30356,0
28704,2
26517,1
29827,0
30024,0
28186,2
26225,2
27183,0
26107,1
27292,0
26855,0
27007,0
28589,0
29391,0
28876,0
28334,0
29695,0
24933,0
30419,0
27655,0
26058,0
24715,1
29823,0
30411,0
26165,0
26068,2
29366,2
29276,0
24861,0
28302,0
29006,0
28554,0
26193,2
28790,0
25303,0
27174,0
25011,0
25946,0
29480,0
25934,0
24894,1
27950,2
29600,0
28503,2
25777,1
27361,0
30039,0
26527,0
29671,0
27246,2
26825,0
25087,1
26266,0
30344,0
27446,0
26410,0
27555,0
27267,0
28766,0
26878,0
28752,0
29407,0
26960,2
28792,1
30343,0
28266,0
27755,1
28760,1
25787,1
27816,0
27059,0
26098,1
28387,0
26966,0
26989,2
28737,0
27002,0
30004,0
27429,0
25469,0
27184,0
30394,0
29297,0
26976,0
26610,0
25269,2
27880,0
27331,0
25762,0
25807,0
29395,2
25254,0
29393,0
29967,1
26920,0
25678,0
29451,0
28464,2
29472,2
30125,1
28604,0
29543,0
25368,0
26083,0
24741,1
24850,0
29694,0
25747,0
29303,0
29568,0
26264,0
27045,0
25550,0
26896,2
29541,0
30440,0
28456,0
27611,0
26290,0
26953,2
28609,0
28129,0
26575,0
30223,0
30586,0
28795,1
26646,0
29741,2
28500,2
27375,2
24733,0
30190,0
30149,0
25639,1
25631,1
26942,0
26581,0
25842,2
24984,0
26695,0
27813,0
30162,0
29044,2
26345,0
29204,2
28137,0
26743,0
28231,0
24918,0
27343,0
24785,0
26291,0
28763,0
27791,0
29003,2
26788,0
30392,0
24803,0
30341,0
25219,0
29170,0
25649,0
26605,0
25038,0
25520,1
29582,0
29524,0
25991,0
27667,0
30538,0
30157,0
27734,0
27165,2
29766,0
27599,1
29137,0
30532,1
27870,0
29442,0
28816,0
27692,0
25040,0
26284,0
30565,2
29126,0
27053,0
26889,0
26106,0
28938,2
26573,0
27351,0
30597,0
27829,0
27537,0
25645,0
25419,0
25957,0
29650,1
26930,0
27121,0
27773,0
28621,0
25148,0
26406,0
26574,0
28519,0
28420,0
26492,2
29506,0
25986,1
28690,0
28225,0
29324,0
29175,0
29233,0
25919,0
28171,1
29503,1
25409,1
28217,0
28573,0
24718,1
27846,0
25451,0
26677,0
29876,0
26132,0
29347,0
28388,0
30333,2
27534,2
26621,0
27722,0
29372,0
29213,0
25819,0
26093,2
27648,1
28786,0
29668,2
28313,0
29630,1
29733,2
24921,0
27883,2
29396,0
26115,0
29022,0
29566,1
30321,0
26671,0
30481,0
26123,0
27725,2
26333,0
30000,0
27163,0
30446,0
26145,0
29885,0
26857,2
26700,0
29365,1
30016,0
28058,0
28337,0
26382,0
26964,1
26797,0
29969,0
26944,0
25115,0
28227,2
30152,0
26245,0
30146,0
28879,1
29049,1
26351,0
25623,0
24993,0
26630,0
26428,0
29774,0
29446,0
29898,0
26782,2
29994,0
28040,1
24770,0
28607,0
30098,0
27373,0
27962,0
26131,2
27067,0
28483,0
26988,1
27198,0
28968,0
30430,0
27894,2
28504,0
28959,0
26424,1
26661,2
27726,0
30548,0
30155,1
30079,0
28303,0
28731,0
27654,1
28796,1
27462,0
29368,0
25640,0
27531,0
26304,0
27222,0
30486,0
29277,0
28919,0
30379,0
26897,0
25041,0
28253,0
25332,0
30090,0
26218,2
24888,0
28627,0
25918,0
28232,0
26759,0
26341,0
27313,0
25342,0
28838,0
29607,2
26201,2
24744,0
26745,0
27371,0
26913,0
26717,0
26551,0
26029,0
29572,2
25885,0
25431,0
27452,0
27775,0
29238,0
27450,0
28009,0
26342,0
28265,2
26397,0
25740,0
26753,0
28006,2
29435,2
25343,0
25039,0
25882,0
29978,0
30118,0
28626,0
27525,0
29160,0
30592,0
28914,1
28675,0
30347,0
29320,0
28520,0
26963,0
25086,0
24724,0
25630,1
30609,0
28983,2
24882,0
27155,0
30121,0
25338,0
28416,0
28623,0
25513,1
25720,0
25009,0
29232,0
25375,0
25632,1
25386,0
29052,0
24870,0
28245,0
25189,0
27262,1
27995,0
30346,0
28810,0
27010,0
26669,0
28152,0
28614,0
25143,0
24768,0
27528,0
29390,0
29782,1
28011,0
26325,0
